link	source_url	download_link	title	content_type	id	caption	description	source_section	retrieval_pattern	context_description	file_extension	pub_title	raw_data_format	file_info	section_class	a_attr_href	a_attr_class	a_attr_data-ga-action	a_attr_target	a_attr_rel
jamanetwopen-e2453756-s004.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12543407/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12543407/bin/jamanetwopen-e2453756-s004.pdf	No Title	local-data	No ID	Alzheimer’s Disease Neuroimaging Initiative Members	Supplement  4.  Alzheimer’s  Disease  Neuroimaging  Initiative  Members	supplementary material	.//supplementary-material		pdf	Development and Validation of a Tool to Predict Onset of Mild Cognitive Impairment and Alzheimer Dementia	XML							
jamanetwopen-e2453756-s005.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12543407/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12543407/bin/jamanetwopen-e2453756-s005.pdf	No Title	local-data	No ID	Australian Imaging, Biomarker and Lifestyle Members	Supplement  5.  Australian  Imaging,  Biomarker  and  Lifestyle  Members	supplementary material	.//supplementary-material		pdf	Development and Validation of a Tool to Predict Onset of Mild Cognitive Impairment and Alzheimer Dementia	XML							
jamanetwopen-e2453756-s006.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12543407/	https://pmc.ncbi.nlm.nih.gov/articles/instance/12543407/bin/jamanetwopen-e2453756-s006.pdf	No Title	local-data	No ID	Data Sharing Statement	Supplement  6.  Data  Sharing  Statement	supplementary material	.//supplementary-material		pdf	Development and Validation of a Tool to Predict Onset of Mild Cognitive Impairment and Alzheimer Dementia	XML							
41598_2024_78712_MOESM1_ESM.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11551169/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11551169/bin/41598_2024_78712_MOESM1_ESM.docx	No Title	local-data	MOESM1	Supplementary Information.	Supplementary  Information.	supplementary material	.//supplementary-material		docx	Exploring the relationship among Alzheimer’s disease, aging and cognitive scores through neuroimaging-based approach	XML							
41598_2024_78308_MOESM1_ESM.docx	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11549469/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11549469/bin/41598_2024_78308_MOESM1_ESM.docx	No Title	local-data	MOESM1	Supplementary Information.	Supplementary  Information.	supplementary material	.//supplementary-material	"While the age ranges of these cohorts mutually overlapped, the PISA cohort spanned a younger mid-life cohort than AIBL and ADNI (Fig. S1 [this file] ). 
Fig. S2 [this file] for the CT-derived PLS analyses). 
Fig. S2 [this file] ). 
Fig. S2 [this file] ). Fig. S4 [this file] ). 
Fig. S5 [this file] ). 
Supplementary Fig. 6 [this file] shows the results when age, sex, education and APOE status are included. 
Fig. S6 [this file] ). 
See Supplementary Fig. S7 [this file] for results for the cognitive( ) and brain ( ) projections for HC, MCI and AD participants, also benchmarked against randomly chosen features (grey). 
Fig. S7 [this file] a, b). Fig. S7 [this file] b). Fig. 7 [this file] a). 
Correlations between the SW loadings of all three healthy samples, and the combined PISA sample (HC, MCI and AD) ranged between r = 0.76 (AIBL and PISA), and 0.87 (AIBL and ADNI) as well as 0.91 for PISA ALL and PISA HC (Supplementary Fig. S8 [this file] ). 
Cognitive, neuroimaging (MRI, PET) and genetic data from 1570 healthy adults (healthy cohorts, HC) and 1365 adults with MCI or AD (clinical cohorts, CC) were drawn from 3 multimodal databases; PISA, ADNI and AIBL (Supplementary Fig. 1 [this file] ). Table 1 [this file] )."	docx	The interplay of age, gender and amyloid on brain and cognition in mid-life and older adults	XML							
41467_2024_52396_MOESM1_ESM.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11393069/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11393069/bin/41467_2024_52396_MOESM1_ESM.pdf	No Title	local-data	MOESM1	Supplementary Information	Supplementary  Information	supplementary material	.//supplementary-material	"Among the antibodies tested, W0-2 demonstrated the highest sensitivity, followed by 4G8 and 6E10; In contrast, 22C11 was unable to recognize Aβ on the surface of monocytes (Supplementary Fig. 1 [this file] ). A diagram illustrating the binding domains of the antibodies used in this study is presented in Supplementary Fig. 2 [this file] . 
In addition, typical flow cytometry histograms provided a clear visual representation of fluorescence intensity of the secondary antibody (expressed as % of Max), which is proportional to the level of Aβ on cell surfaces after Aβ peptide binding by human blood leukocytes (Supplementary Fig. 3 [this file] ) and monocyte subsets (Fig. 1a [rid=Fig1] ). 
Across intermediate (CD14 CD16 ), non-classical (CD14 CD16 ), and classical (CD14 CD16 ) monocyte subsets, the Aβ-binding monocytes exhibited similar immune phenotyping characteristics (Supplementary Fig. 4 [this file] ). 
The CD14 monocytes were categorized arbitrarily into Aβ , Aβ , and Aβ monocytes based on their surface Aβ levels (Supplementary Fig. 5 [this file] ). 
BV2 cells exhibited surface adhesion of pHrodo-oAβ followed by internalization after 2 h, while most peptides were phagocytosed into lysosomes by 24 h (Supplementary Fig. 6 [this file] ). In both cell types, internalization became more apparent after 24 h (Supplementary Fig. 7 [this file] ). 
Fig. 8 [this file] ). Notably, classic monocytes (CD14 CD16 ) differentiated into intermediate monocytes (CD14 CD16 ) after a 24-h treatment with pHrodo-oAβ , resulting in an increased percentage of intermediate monocytes over the total of intermediate and classic monocytes [= intermediate/(intermediate + classic) x 100%] -- from 6.6 ± 2.7 at 2 h to 63.3 ± 23.8 at 24 h, suggesting a pro-inflammatory response upon pHrodo-oAβ treatment (Supplementary Fig. 8 [this file] ). 
Our investigation also revealed significant differences in the percentage of NK cells, the percentage of intermediate monocytes, and the percentage of classical monocytes across the MCI, AD-dementia patients, and CU individuals (Supplementary Fig. 9 [this file] ). 
Notably, the significance of the correlation diminished when considering monocyte subsets (Supplementary Fig. 10 [this file] – 12 [this file] ). 
The results indicated that CU+ve individuals had a percentage of Aβ monocytes lower than that of CU-ve individuals and similar to that of MCI+ve/AD-dementia across all three monocyte subsets (Supplementary Table 2 [this file] and Supplementary. Figs. 13 [this file] a, 14a, c, e [this file] ). 
Conversely, CU + ve individuals exhibited slightly elevated surface Aβ fluorescent intensity compared with CU − ve individuals, and this intensity decreased in MCI + ve/AD-dementia individuals in total monocytes and classic monocytes, representing an inverted U-shaped pattern (Supplementary Table 2 [this file] and Supplementary Figs. 13 [this file] b, 14d [this file] ). However, this phenomenon was not observed in the CU + ve groups of the intermediate and non-classic monocytes (Supplementary Fig. 14b, f [this file] ). In addition, CU + ve individuals showed a slightly elevated percentage of NK cells in total lymphocytes compared with CU − ve individuals, which returned to normal levels in MCI + ve and decreased in AD-dementia (Supplementary Table 2 [this file] and Supplementary Fig. 15a [this file] ). 
The percentage changes in monocyte subsets appeared to follow a linear pattern (Supplementary Table 2 [this file] and Supplementary Fig. 15b–d [this file] ) without the inverted U-shaped pattern described above. 
Fig. 16 [this file] ). 
The initial findings confirmed the presence of CD45 CD14 CD16 monocytes in the examined brain samples (Supplementary Fig. 17 [this file] ). Due to high levels of autofluorescence in brain cells, additional markers such as CX3CR1 were used to distinguish the monocytes/macrophages in the brain (Supplementary Fig. 17 [this file] ). 
The results indicated that the introduced PBMCs or monocytes were present in the blood and/or deep cervical lymph nodes (dcLN) in 15 out of 17 AD mice (88%, Supplementary Table 1 [this file] ) two days post intracerebroventricular injection (Fig. 7d–l [rid=Fig7] ). 
In addition, we conducted further experiments by injecting fluorescent beads into the ventricles of three APP/PS1 mice, and none of the beads were detected in either the circulation or lymph nodes (see Supplementary Table 1 [this file] and Suppl. Fig. 18 [this file] ), indicating that the cell migration observed is a physiological process."	pdf	Clearance and transport of amyloid β by peripheral monocytes correlate with Alzheimer’s disease progression	XML							
41467_2024_52396_MOESM2_ESM.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11393069/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11393069/bin/41467_2024_52396_MOESM2_ESM.pdf	No Title	local-data	MOESM2	Peer Review File	Peer  Review  File	supplementary material	.//supplementary-material		pdf	Clearance and transport of amyloid β by peripheral monocytes correlate with Alzheimer’s disease progression	XML							
41467_2024_52396_MOESM3_ESM.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11393069/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11393069/bin/41467_2024_52396_MOESM3_ESM.pdf	No Title	local-data	MOESM3	Reporting Summary	Reporting  Summary	supplementary material	.//supplementary-material	Further information on research design is available in the Nature Portfolio Reporting Summary [this file] linked to this article.	pdf	Clearance and transport of amyloid β by peripheral monocytes correlate with Alzheimer’s disease progression	XML							
jad-101-jad240241-s001.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11491991/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11491991/bin/jad-101-jad240241-s001.pdf	Supplementary Figure S1	local-data	S1	No description	Supplementary  Figure  S1	supplementary material	.//supplementary-material	The questionnaire asked participants to self-report 28 conditions including date of diagnosis, kind, severity, treatment and is provided in Supplementary Figure 1 [this file] .	pdf	A Comparison of an Australian Observational Longitudinal Alzheimer’s Disease Cohort to Community-Based Australian Data	XML							
jad-101-jad240241-s002.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11491991/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11491991/bin/jad-101-jad240241-s002.pdf	Supplementary Figure S2	local-data	S2	No description	Supplementary  Figure  S2	supplementary material	.//supplementary-material	People were asked in the census if they had been told by a doctor or a nurse if they had any of the following long-term health conditions and if it had lasted or was expected to last for six months or more: arthritis, asthma, cancer (including remission), dementia (including AD), diabetes (excluding gestational diabetes), heart disease (including heart attack or angina), kidney disease, lung condition (including chronic obstructive lung disease or emphysema), mental health condition (including depression or anxiety) and stroke ( Supplementary Figure 2 [this file] , Question 28).	pdf	A Comparison of an Australian Observational Longitudinal Alzheimer’s Disease Cohort to Community-Based Australian Data	XML							
mmc1.pdf	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/	https://pmc.ncbi.nlm.nih.gov/articles/instance/11261013/bin/mmc1.pdf	Document S1. Figures S1–S21 and Tables S1–S15	local-data	mmc1	No description	Document  S1.  Figures  S1–S21  and  Tables  S1–S15	supplementary material	.//supplementary-material	"We employed Personalized-HMM to identify disease-related states with their transitions, and the 5-fold cross-validation on the Alzheimer’s Disease Neuroimaging Initiative (ADNI) cohort resulted in a ten-state model ( Figures 1 [rid=fig1] A and 1B, Table S8 [this file] ) as well as a transition matrix ( Table 1 [rid=tbl1] ). Each state was primarily differentiated by the demographics (age, sex, education), genetics (Apolipoprotein E4 alleles, APOE4), cognitive function scores (MMSE, CDRSB, ADAS, and so forth) and atrophy brain regions (hippocampus, fusiform, entorhinal, and so forth) ( Figure 1 [rid=fig1] C; Figures S6–S8 [this file] ). 
These disease-related states were highly reproducible when we trained the model on participants who were Abeta-positive in the ADNI dataset ( Figure S10 [this file] ). 
We analyzed the correlations between the identified disease-related states and Abeta/pTau measures ( Figures 2 [rid=fig2] A and 2B, Tables S9 [this file] and S10 [this file] ): (i) Most of CN participants (including those with negative Abeta status (A-), positive Abeta status (A+), negative pTau status (T-), and positive pTau status (T+)) were expressed in the states A-I, A-II, and B-I. (2) A-II, A-III, B-I, and B-II corresponded to a large number of cognitively impaired but nondemented participants with A- or T-; and MCI participants with A+ or T+ mainly concentrated in the states A-III, A-IV, B-II, and C-I. (3) There were a comparable number of participants with AD dementia and labeled with C-I and C-II, who had similar distributions in amyloid status, predominately A+ (46.51% and 57.26%) and T+ (42.64% and 43.55%); participants within states C-III and C-IV were mostly A+ (91.91%, 100.00%) and T+ (79.77%, 87.10%) ( Tables S9 [this file] and S10 [this file] ). Participants with A+T+ tended to have more severe neurodegeneration than those with A+T-, as expected ( Figure 2 [rid=fig2] D and Table S11 [this file] ). 
The significant differences between the states of stage A and stage B were revealed in terms of cognitive score and core brain regions ( Figure S9 [this file] ). 
We identified disease-related states of each stage ( Figures S11–S13 [this file] ) compared to healthy controls. Participants progressing to stage C had accelerated atrophy rates in almost all selected regions, especially in the middle, inferior temporal lobe, hippocampus, and cingulate gyrus ( Figure 3 [rid=fig3] B and Figure S13 [this file] ). 
Regarding cognitive deterioration, participants with positive Abeta (A+) or pTau (T+) in stage A had an average more rapid decline over time than those in stage B ( Table 2 [rid=tbl2] ; Figures 4 [rid=fig4] C–4F), but the deterioration trend forparticipants in stage A was non-linear and accelerated once these participants turned into state A-IV ( Figure S11 [this file] ). Participants in stage C have significantly worse cognitive abilities than those in stages A and B ( Figure S14 [this file] ). 
Regarding the progression from any state to the final C-IV state or AD dementia ( Figures S15 [this file] and S16 [this file] ), Kaplan-Meier analysis revealed that participants in states A-III or B-II had only a 25% risk of conversion to the terminal state C-IV within 96 months ( Figure S15 [this file] ). Intuitively, Kaplan-Meier curves of time to conversion to AD dementia show that participants in states of stage A or B had slow progression rates to AD dementia ( Figure S16 [this file] ). 
Similar findings were observed in the AIBL dataset ( Tables S12 [this file] and S13 [this file] , Figures 5 [rid=fig5] C and 5D; Figures S17–S19 [this file] ). Moreover, our model’s performance is substantiated by the results from the C-Index and ROC curves ( Table S14 [this file] and Figure S20 [this file] ), consistently highlighting its exceptional predictive capability compared to conventional machine learning approaches. Our model utilized identified disease states as predictive biomarkers for AD progression, maintaining stable predictive performance across both balanced and imbalanced populations, with improved performance observed in the imbalanced group ( Table S15 [this file] and Figure S21 [this file] ). 
The three non-overlapping stages had different trends in cognitive scores and the ratios of brain sub-regions over time ( Figure S14 [this file] ). 
Our training cohort includes 1530 individuals (117 CN MCI, 1075 MCI AD, and 338 CN CN) from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) multi-center database, [xref] [rid=bib40] [xref] [rid=bib41] and the validation cohort includes 266 individuals (31 CN MCI, 56 MCI AD, and 179 CN CN) from the Australian Imaging, Biomarker & Lifestyle Flagship Study of Ageing (AIBL) database. [xref] [rid=bib42] [xref] [rid=bib43] Details of both cohorts are depicted in Tables S3–S5 [this file] . 
Most of the population had follow-up frequencies between 4-6 visits, with only 38 individuals having more than eight follow-up visits ( Table S1 [this file] ). 
Then, we conducted a statistical analysis on the time interval between consecutive follow-ups of the study population in the disease group and plotted a histogram ( Figure S2 [this file] ). 
The variables included in the study are listed in Table S2 [this file] , and the abbreviations in parentheses will be used throughout the manuscript. 
The demographic and baseline clinical characteristics of the AIBL cohort are listed in Table S5 [this file] . 
Participants were eligible for study inclusion if they had at least two times of T1-weighted volumetric MRI scans ( Figure S1 [this file] for details on exclusion and inclusion criteria). Images were processed with the longitudinal stream of FreeSurfer 6.0 through a fully automated pipeline, as suggested in literature. [xref] [rid=bib44] [xref] [rid=bib45] [xref] [rid=bib46] For both ADNI and AIBL cohorts, 74 anatomical regions of interest (ROIs) ( Table S6 [this file] ) of each hemisphere were identified in gray matter using the Destrieux (2009) brain template. [xref] [rid=bib47] [xref] [rid=bib48] We normalized the regional volumes by intracranial volume (ICV) to compensate for inter-individual differences in brain morphology and total head size. 
Once the model was learned, the appropriate sequence of disease-related states for a target patient trajectory can be inferred using the Viterbi algorithm. [xref] [rid=bib53] [xref] [rid=bib54] The model was trained using 5-fold cross validation and the number of hidden states was appropriately selected ( Figures S3 [this file] and S4 [this file] ). 
Sample splitting of the training set and testing set of ADNI was shown in Figure S4 [this file] . In detail, the training cohort (ADNI data) was divided into 5 parts ( Tables S7 [this file] and S8 [this file] ). The results of the cross-validation study are summarized in Figure S5 [this file] . 
In total, there were 179 CN patients, 31 CN MCI patients, and 56 MCI Dementia patients extracted from the AIBL cohort as the external validation dataset ( Table S5 [this file] ). 
: Combine guidance from professional clinical doctors with consideration of brain regions relevant to the disease state and corresponding atrophy rates ( Figures S11–S13 [this file] ). 
Estimates for statistical parameters, degrees of freedom where applicable, and the n for each statistical test are included throughout the results and supplemental information [rid=appsec2] section, except for statistical tests involving comparisons of survival curves, where n values are included in the respective figure ( Figures S15–S18 [this file] ). 
The significance level was set at p < 0.05 ( Tables S4 [this file] and S5 [this file] ). 
We compared groups stratified by different disease-related states using one-way analysis of variance (ANOVA) for continuous variables and chi-square tests for categorical variables ( Tables S8 [this file] and S12 [this file] ). Post-hoc analysis using the Nemenyi test was performed after all groups were found to be statistically significant by the Kruskal-Wallis test, and the Benjamini-Hochberg false discovery rate correction was applied to account for multiple testing ( Figure 1 [rid=fig1] C and Figures S6–S9 [this file] ). 
We used a generalized linear model to visualize and statistically analyze cortical atrophy in the disease-related states compared to the healthy control group ( Figure 3 [rid=fig3] A and Figure S10 [this file] ). 
Kaplan-Meier analysis was used to analyze the time to conversion to AD dementia/terminal state, and the log-rank test was used to assess statistical significance ( Figure 4 [rid=fig4] and Figures S15–S18 [this file] )."	pdf	Machine learning on longitudinal multi-modal data enables the understanding and prognosis of Alzheimer’s disease progression	XML							
