funder_name	funding_context_from_paper	recipient	grant_number	source_url	following	V	PI	grants	Union.	ID
Arizona Biomedical Research Commission	The Brain and Body Donation Program is supported by the National Institute of Neurological Disorders and Stroke (U24 NS072026 National Brain and Tissue Resource for Parkinson's Disease and Related Disorders), the NIA (P30 AG19610 Arizona Alzheimer's Disease Core Center), the Arizona Department of Health Services (contract 211002, Arizona Alzheimer's Research Center), the Arizona Biomedical Research Commission (contracts 4001, 0011, 05‐901, and 1001 to the Arizona Parkinson's Disease Consortium), and the Michael J. Fox Foundation for Parkinson's Research.	Arizona Parkinson's Disease Consortium	05-901	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
Arizona Biomedical Research Commission	The Brain and Body Donation Program is supported by the National Institute of Neurological Disorders and Stroke (U24 NS072026 National Brain and Tissue Resource for Parkinson's Disease and Related Disorders), the NIA (P30 AG19610 Arizona Alzheimer's Disease Core Center), the Arizona Department of Health Services (contract 211002, Arizona Alzheimer's Research Center), the Arizona Biomedical Research Commission (contracts 4001, 0011, 05‐901, and 1001 to the Arizona Parkinson's Disease Consortium), and the Michael J. Fox Foundation for Parkinson's Research.	Arizona Parkinson's Disease Consortium	1001	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
Michael J. Fox Foundation for Parkinson's Research	The Brain and Body Donation Program is supported by the National Institute of Neurological Disorders and Stroke (U24 NS072026 National Brain and Tissue Resource for Parkinson's Disease and Related Disorders), the NIA (P30 AG19610 Arizona Alzheimer's Disease Core Center), the Arizona Department of Health Services (contract 211002, Arizona Alzheimer's Research Center), the Arizona Biomedical Research Commission (contracts 4001, 0011, 05‐901, and 1001 to the Arizona Parkinson's Disease Consortium), and the Michael J. Fox Foundation for Parkinson's Research.	Sun Health Research Institute Brain and Body Donation Program		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	U01AG046152	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG043617	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG042210	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG036042	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG036836	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG032990	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG018023	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	RC2AG036547	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	P50AG016574	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	U01ES017155	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	KL2RR024151	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	K25AG041906-01	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG030146	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	P30AG010161	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG017917	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG015819	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	K08AG034290	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by the US National Institutes of Health (U01 AG046152, R01 AG043617, R01 AG042210, R01 AG036042, R01 AG036836, R01 AG032990, R01 AG18023, RC2 AG036547, P50 AG016574, U01 ES017155, KL2 RR024151, K25 AG041906‐01, R01 AG30146, P30 AG10161, R01 AG17917, R01 AG15819, K08 AG034290, P30 AG10161, and R01 AG11101).	Religious Orders Study/Memory and Aging Project (ROSMAP)	R01AG011101	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institute on Aging (NIA)	This work was supported by grants R01AG046170, RF1AG054014, RF1AG057440, and R01AG057907 from the NIH/NIA.	Mount Sinai Brain Bank (MSBB)	R01AG046170	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institute on Aging (NIA)	This work was supported by grants R01AG046170, RF1AG054014, RF1AG057440, and R01AG057907 from the NIH/NIA.	Mount Sinai Brain Bank (MSBB)	RF1AG054014	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institute on Aging (NIA)	This work was supported by grants R01AG046170, RF1AG054014, RF1AG057440, and R01AG057907 from the NIH/NIA.	Mount Sinai Brain Bank (MSBB)	RF1AG057440	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institute on Aging (NIA)	This work was supported by grants R01AG046170, RF1AG054014, RF1AG057440, and R01AG057907 from the NIH/NIA.	Mount Sinai Brain Bank (MSBB)	R01AG057907	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	Brain tissue collection and characterization was supported by NIH HHSN271201300031C.	Mount Sinai Brain Bank (MSBB)	HHSN271201300031C	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by National Institutes of Health grants U54 AG054345 and U54 AG065187.		U54AG054345	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institutes of Health (NIH)	This work was supported by National Institutes of Health grants U54 AG054345 and U54 AG065187.		U54AG065187	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13183599/						
National Institute on Aging (NIA)	The NACC database is funded by NIA/NIH Grant U24 AG072122. NACC data are contributed by the NIA‐funded ADRCs. NIA R01 AG070883 (Kind PI; Bendlin MPI). The NACC database is funded by NIA/NIH Grant U24 AG072122. NIA‐funded ADRCs: P30 AG062429 (PI James Brewer, MD, PhD), P30 AG066468 (PI Oscar Lopez, MD), P30 AG062421 (PI Bradley Hyman, MD, PhD), P30 AG066509 (PI Thomas Grabowski, MD), P30 AG066514 (PI Mary Sano, PhD), P30 AG066530 (PI Helena Chui, MD), P30 AG066507 (PI Marilyn Albert, PhD), P30 AG066444 (PI David Holtzman, MD), P30 AG066518 (PI Lisa Silbert, MD, MCR), P30 AG066512 (PI Thomas Wisniewski, MD), P30 AG066462 (PI Scott Small, MD), P30 AG072979 (PI David Wolk, MD), P30 AG072972 (PI Charles DeCarli, MD), P30 AG072976 (PI Andrew Saykin, PsyD), P30 AG072975 (PI Julie A. Schneider, MD, MS), P30 AG072978 (PI Ann McKee, MD), P30 AG072977 (PI Robert Vassar, PhD), P30 AG066519 (PI Frank LaFerla, PhD), P30 AG062677 (PI Ronald Petersen, MD, PhD), P30 AG079280 (PI Jessica Langbaum, PhD), P30 AG062422 (PI Gil Rabinovici, MD), P30 AG066511 (PI Allan Levey, MD, PhD), P30 AG072946 (PI Linda Van Eldik, PhD), P30 AG062715 (PI Sanjay Asthana, MD, FRCP), P30 AG072973 (PI Russell Swerdlow, MD), P30 AG066506 (PI Glenn Smith, PhD, ABPP), P30 AG066508 (PI Stephen Strittmatter, MD, PhD), P30 AG066515 (PI Victor Henderson, MD, MS), P30 AG072947 (PI Suzanne Craft, PhD), P30 AG072931 (PI Henry Paulson, MD, PhD), P30 AG066546 (PI Sudha Seshadri, MD), P30 AG086401 (PI Erik Roberson, MD, PhD), P30 AG086404 (PI Gary Rosenberg, MD), P20 AG068082 (PI Angela Jefferson, PhD), P30 AG072958 (PI Heather Whitson, MD), P30 AG072959 (PI James Leverenz, MD).		U24AG072122	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613078/						
National Institute on Aging (NIA)	The NACC database is funded by NIA/NIH Grant U24 AG072122. NACC data are contributed by the NIA‐funded ADRCs. NIA R01 AG070883 (Kind PI; Bendlin MPI). The NACC database is funded by NIA/NIH Grant U24 AG072122. NIA‐funded ADRCs: P30 AG062429 (PI James Brewer, MD, PhD), P30 AG066468 (PI Oscar Lopez, MD), P30 AG062421 (PI Bradley Hyman, MD, PhD), P30 AG066509 (PI Thomas Grabowski, MD), P30 AG066514 (PI Mary Sano, PhD), P30 AG066530 (PI Helena Chui, MD), P30 AG066507 (PI Marilyn Albert, PhD), P30 AG066444 (PI David Holtzman, MD), P30 AG066518 (PI Lisa Silbert, MD, MCR), P30 AG066512 (PI Thomas Wisniewski, MD), P30 AG066462 (PI Scott Small, MD), P30 AG072979 (PI David Wolk, MD), P30 AG072972 (PI Charles DeCarli, MD), P30 AG072976 (PI Andrew Saykin, PsyD), P30 AG072975 (PI Julie A. Schneider, MD, MS), P30 AG072978 (PI Ann McKee, MD), P30 AG072977 (PI Robert Vassar, PhD), P30 AG066519 (PI Frank LaFerla, PhD), P30 AG062677 (PI Ronald Petersen, MD, PhD), P30 AG079280 (PI Jessica Langbaum, PhD), P30 AG062422 (PI Gil Rabinovici, MD), P30 AG066511 (PI Allan Levey, MD, PhD), P30 AG072946 (PI Linda Van Eldik, PhD), P30 AG062715 (PI Sanjay Asthana, MD, FRCP), P30 AG072973 (PI Russell Swerdlow, MD), P30 AG066506 (PI Glenn Smith, PhD, ABPP), P30 AG066508 (PI Stephen Strittmatter, MD, PhD), P30 AG066515 (PI Victor Henderson, MD, MS), P30 AG072947 (PI Suzanne Craft, PhD), P30 AG072931 (PI Henry Paulson, MD, PhD), P30 AG066546 (PI Sudha Seshadri, MD), P30 AG086401 (PI Erik Roberson, MD, PhD), P30 AG086404 (PI Gary Rosenberg, MD), P20 AG068082 (PI Angela Jefferson, PhD), P30 AG072958 (PI Heather Whitson, MD), P30 AG072959 (PI James Leverenz, MD).		R01AG070883	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12613078/						
